doc_id,sentence_id,sentence_text,verbatim_label,verbatim_labels,annotator_count,annotators,source_annotation_count,alignment_type,source_html,source_annotation_file
DB_169,DB_169_S152,"• If you would prefer that we do not share your Personal Data on a going-forward basis with our affiliates or with unaffiliated third parties for their marketing purposes, you may cease this sharing by sending an e-mail to unsubscribe@moodys.com.",MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/169.html,C3PA_Dataset/Annotations/DB/169.csv
DB_169,DB_169_S157,"How you can access, change or suppress your Personal Data",MULTI_LABEL,Description of Right to Correct Information;Description of Right to Know PI Collected,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/169.html,C3PA_Dataset/Annotations/DB/169.csv
DB_169,DB_169_S209,"• You can request information about our collection, use and disclosure of your Personal Data over the past twelve (12) months concerning: (i) the categories of Personal Data we collected about you, (ii) the business or commercial purpose for collecting or selling your Personal Data, (iii) the categories of sources from which your Personal Data is collected, and (iv) the categories of third parties with whom we share or sell your Personal Data.",MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,1,ra1,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/169.html,C3PA_Dataset/Annotations/DB/169.csv
DB_169,DB_169_S210,You can request two separate lists disclosing (a) the categories of your Personal Data we have sold and (b) the categories of your Personal Data we have shared in connection with a business purpose.,MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,3,ra1;ra2;ra6,5,annotation_in_sentence;sentence_in_annotation,C3PA_Dataset/Htmls/DB/169.html,C3PA_Dataset/Annotations/DB/169.csv
DB_17,DB_17_S476,You may opt out of the Google Analytics service with Google’s Browser Add-on that’s available at https://tools.google.com/dlpage/gaoptout/,MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/17.html,C3PA_Dataset/Annotations/DB/17.csv
DB_17,DB_17_S489,You can choose to disable the HotJar service at https://www.hotjar.com/opt-out.,MULTI_LABEL,Description of Right to Limit use of PI;Methods to exercise rights,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/17.html,C3PA_Dataset/Annotations/DB/17.csv
DB_171,DB_171_S65,Our (or other companies’) servers send your device a cookie when you visit a website.,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/171.html,C3PA_Dataset/Annotations/DB/171.csv
DB_171,DB_171_S71,Cookies are used in this way to provide relevant content to you and replace non-relevant communications with ads that better match your interests.,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/171.html,C3PA_Dataset/Annotations/DB/171.csv
DB_171,DB_171_S138,"Our Business Purposes – our business purposes for (a) collecting and (b) sharing Personal Information, which are generally the same.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra1,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/171.html,C3PA_Dataset/Annotations/DB/171.csv
DB_171,DB_171_S207,YOUR CALIFORNIA RIGHTS AND CHOICES,MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Opt-out of sale of PI,1,ra5,3,sentence_in_annotation,C3PA_Dataset/Htmls/DB/171.html,C3PA_Dataset/Annotations/DB/171.csv
DB_171,DB_171_S208,"Without being discriminated against for exercising these rights, California residents have the right to request that we disclose what personal information we collect from you, to delete that information, and to opt-out of the sale of your personal information, subject to certain restrictions.",MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Non-discrimination on exercising rights;Description of Right to Opt-out of sale of PI,2,ra1;ra2,8,annotation_in_sentence,C3PA_Dataset/Htmls/DB/171.html,C3PA_Dataset/Annotations/DB/171.csv
DB_172,DB_172_S4,"We base our policy on your right to 1) make choices to opt out, 2) have your data protected, 3) give you access to the data we collect and the ability to make corrections.",MULTI_LABEL,Description of Right to Correct Information;Description of Right to Know PI Collected;Description of Right to Opt-out of sale of PI,1,ra1,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/172.html,C3PA_Dataset/Annotations/DB/172.csv
DB_172,DB_172_S30,"You have the right to (1) request to know more about the categories and specific pieces of personal information we collect, use, and disclose about you, (2) request deletion of your personal information, (3) opt out of any sales of your personal information, if we engage in that activity in the future, and (4) not be discriminated against for exercising these rights.",MULTI_LABEL,Description of Right to Delete;Description of Right to Opt-out of sale of PI,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/172.html,C3PA_Dataset/Annotations/DB/172.csv
DB_172,DB_172_S99,You can also opt out of your data being sold to third parties or accessing your personal information via the form at the bottom of this page.,MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/172.html,C3PA_Dataset/Annotations/DB/172.csv
DB_172,DB_172_S115,"We may share, license or sell your information to third parties for various marketing purposes, including online (e.g., e-mail marketing and digital targeting/re-targeting) and offline (e.g., direct mail and telemarketing) marketing programs.",MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/172.html,C3PA_Dataset/Annotations/DB/172.csv
DB_172,DB_172_S202,Opting-Out of Your Data being Sold to Third Parties or Accessing Your Personal Information:,MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Opt-out of sale of PI,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/172.html,C3PA_Dataset/Annotations/DB/172.csv
DB_172,DB_172_S204,You may opt-out of your data being shared with third parties or request access to your personal information by submitting the form below.,MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,2,ra1;ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/172.html,C3PA_Dataset/Annotations/DB/172.csv
DB_173,DB_173_S50,You have the ability to remove the data from BusinessWatch Network databases at any time by going to the BusinessWatch Network Data Removal Form.,MULTI_LABEL,Description of Right to Delete;Methods to exercise rights,2,ra1;ra5,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/173.html,C3PA_Dataset/Annotations/DB/173.csv
DB_174,DB_174_S36,"We do not, and have not in the preceding 12 months, “shared” personal information about you with third parties for cross-context behavioral advertising.",MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra1;ra2;ra6,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/174.html,C3PA_Dataset/Annotations/DB/174.csv
DB_175,DB_175_S59,"·       If you would like to opt-out of direct mail advertising in general, we recommend that you visit the DMA Choice website, at dmachoice.thedma.org.",MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/175.html,C3PA_Dataset/Annotations/DB/175.csv
DB_175,DB_175_S61,"·       If you wish to opt out of online targeted ads (sometimes referred to as “interest-based” or “personalized” advertising), you can visit the opt-out portals operated by the industry groups the National Advertising Initiative (NAI) or the Digital Advertising Alliance (DAA), and you can learn more about how those opt-outs work on those linked web pages.",MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/175.html,C3PA_Dataset/Annotations/DB/175.csv
DB_175,DB_175_S163,"Our Business Purposes – our business purposes for (a) collecting and (b) sharing Personal Information, which are generally the same.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra1,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/175.html,C3PA_Dataset/Annotations/DB/175.csv
DB_175,DB_175_S165,"Your California Privacy Rights and Choices – what rights you have under the CCPA, for instance, to request that we “opt out” your information from our marketing database (also called “do not sell” rights), or to request categories and personal information that we may have collected about you.",MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Opt-out of sale of PI,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/175.html,C3PA_Dataset/Annotations/DB/175.csv
DB_175,DB_175_S166,"Sometimes, we act only as a “service provider” to our clients (for instance, if they provide information to us for analytics, processing or other data management services), in which case any consumer requests for opt-out, deletion or access to data must be made through that client: we therefore will forward any such requests to a named client, as feasible.",MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Opt-out of sale of PI,1,ra2,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/175.html,C3PA_Dataset/Annotations/DB/175.csv
DB_175,DB_175_S209,Your California Rights and Choices,MULTI_LABEL,Description of Right to Delete;Description of Right to Non-discrimination on exercising rights,1,ra5,2,sentence_in_annotation,C3PA_Dataset/Htmls/DB/175.html,C3PA_Dataset/Annotations/DB/175.csv
DB_175,DB_175_S210,"California residents have the right to request that we disclose what personal information we collect from you, to delete that information, and to opt-out of the sale of your personal information, subject to certain restrictions and without being discriminated against for exercising these rights.",MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Non-discrimination on exercising rights;Description of Right to Opt-out of sale of PI,2,ra1;ra2,7,annotation_in_sentence,C3PA_Dataset/Htmls/DB/175.html,C3PA_Dataset/Annotations/DB/175.csv
DB_176,DB_176_S33,Promoting AdAdapted through sales and marketing,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/176.html,C3PA_Dataset/Annotations/DB/176.csv
DB_178,DB_178_S32,Information Requests: We send you information you request about the Blackbaud Services.,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/178.html,C3PA_Dataset/Annotations/DB/178.csv
DB_178,DB_178_S33,"Marketing Communications: We may contact you about promotions, customer stories, Blackbaud news and updates, or thought leadership content.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/178.html,C3PA_Dataset/Annotations/DB/178.csv
DB_178,DB_178_S39,"Customers: If you’re a Blackbaud customer, we may use your personal data to provide Services you request and in connection with payments.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/178.html,C3PA_Dataset/Annotations/DB/178.csv
DB_178,DB_178_S40,"Improving Blackbaud: We use aggregated and personal data about you and/or your constituents’ use of our websites and the Blackbaud Services to develop, improve, and test those services.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/178.html,C3PA_Dataset/Annotations/DB/178.csv
DB_178,DB_178_S49,"We also don’t collect, use, or disclose any sensitive personal information, as defined under applicable state or federal law.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,1,ra4,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/178.html,C3PA_Dataset/Annotations/DB/178.csv
DB_178,DB_178_S81,"These web beacons allow third parties to obtain information such as the IP address of the computer that downloaded the page on which the beacon appears, the URL of the page on which the beacon appears, the time the page containing the beacon was viewed, the type of browser used to view the page, and the information in cookies set by the third party.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra4;ra5;ra6,3,annotation_in_sentence;sentence_in_annotation,C3PA_Dataset/Htmls/DB/178.html,C3PA_Dataset/Annotations/DB/178.csv
DB_178,DB_178_S85,We also may use this information to enhance our website.,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/178.html,C3PA_Dataset/Annotations/DB/178.csv
DB_178,DB_178_S93,"We also may use the information to communicate with you, or the other people you select, about our products and services or our partners may use such information to communicate with you about the contests, sweepstakes or other promotions or their products and services.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/178.html,C3PA_Dataset/Annotations/DB/178.csv
DB_178,DB_178_S125,"We don’t collect, use, or disclose any sensitive personal information, as defined under state or federal law.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,2,ra4;ra5,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/178.html,C3PA_Dataset/Annotations/DB/178.csv
DB_178,DB_178_S126,We also disclose the foregoing types of data to our service providers for the purposes of rendering services to us.,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/178.html,C3PA_Dataset/Annotations/DB/178.csv
DB_178,DB_178_S136,"The additional privacy protections provided by those laws include: the right to know what information we collect, disclose, and sell; the right to access a copy of your data; the right to request deletion or correction of your data; and the right to opt out of the sale of your data or the sharing of your data for purposes of targeted behavioral advertising.",MULTI_LABEL,Description of Right to Correct Information;Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Know PI sold / shared;Description of Right to Limit use of PI;Description of Right to Opt-out of sale of PI,2,ra5;ra6,12,annotation_in_sentence,C3PA_Dataset/Htmls/DB/178.html,C3PA_Dataset/Annotations/DB/178.csv
DB_178,DB_178_S138,"In the sections above titled “Collection and Use of Personal Information” and “Target Analytics®,” we have included descriptions of: the data we collect; the categories of sources of such information;  the purposes for which we use, sell, share, and disclose the data; the types of data we sell and the categories of third parties to whom the data is sold; and the disclosure of data to third parties for business purposes.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,1,ra6,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/178.html,C3PA_Dataset/Annotations/DB/178.csv
DB_179,DB_179_S22,Our customers then utilize this data to market their products and services and to better understand their own clientele.,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/179.html,C3PA_Dataset/Annotations/DB/179.csv
DB_179,DB_179_S24,This data is used by clients and businesses in their online and offline marketing programs and for Alesco’s own internal marketing efforts.,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra5,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/179.html,C3PA_Dataset/Annotations/DB/179.csv
DB_179,DB_179_S25,"This PII data includes information such as name, postal address, phone number, email address and social media identifiers.",MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/179.html,C3PA_Dataset/Annotations/DB/179.csv
DB_179,DB_179_S40,The business purposes for which we’ve shared their personal information,MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared;Others,3,ra4;ra5;ra6,3,annotation_in_sentence;sentence_in_annotation,C3PA_Dataset/Htmls/DB/179.html,C3PA_Dataset/Annotations/DB/179.csv
DB_179,DB_179_S41,The categories of third parties with whom we’ve shared their personal information,MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,3,ra4;ra5;ra6,3,annotation_in_sentence;sentence_in_annotation,C3PA_Dataset/Htmls/DB/179.html,C3PA_Dataset/Annotations/DB/179.csv
DB_179,DB_179_S42,"Access to the specific pieces of personal information we’ve collected and to request deletion of that personal information, subject to certain exceptions",MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected,2,ra4;ra5,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/179.html,C3PA_Dataset/Annotations/DB/179.csv
DB_179,DB_179_S59,"If you are a California resident, you have the right to request that Alesco Data disclose the specific personal information and categories we have collected about you.",MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,3,ra4;ra5;ra6,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/179.html,C3PA_Dataset/Annotations/DB/179.csv
DB_179,DB_179_S61,You can also request to have your personal information deleted that has been collected about you.,MULTI_LABEL,Description of Right to Correct Information;Description of Right to Delete,3,ra4;ra5;ra6,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/179.html,C3PA_Dataset/Annotations/DB/179.csv
DB_18,DB_18_S17,"We provide the ability for anyone to request access to their profile, to remove and delete their profile, and opt of having their business info sold.",MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Opt-out of sale of PI,1,ra4,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/18.html,C3PA_Dataset/Annotations/DB/18.csv
DB_18,DB_18_S18,Other Collection Methods and Uses,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/18.html,C3PA_Dataset/Annotations/DB/18.csv
DB_18,DB_18_S19,"Visitors to our website may submit information that includes their name, email address and other business information to learn more about our services, products, participate in surveys, webinars, and other activities.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra3;ra4;ra5,5,annotation_in_sentence,C3PA_Dataset/Htmls/DB/18.html,C3PA_Dataset/Annotations/DB/18.csv
DB_18,DB_18_S57,For more information about Google’s partner service and how to opt out of tracking of analytics click here.,MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/18.html,C3PA_Dataset/Annotations/DB/18.csv
DB_18,DB_18_S138,Right to Access and Correct,MULTI_LABEL,Description of Right to Correct Information;Description of Right to Limit use of PI,1,ra4,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/18.html,C3PA_Dataset/Annotations/DB/18.csv
DB_180,DB_180_S24,"Demographic information: billing address, approximate location (at the level of city/metro area only), gender, race, sexual orientation and immigration (visa) status;",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra4;ra5;ra6,5,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S25,Photos: your professional social network picture;,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra5,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S26,"Inferences drawn from the categories described above in order to make predictions concerning your job-related skills, predicted salary range, and potential fit for employer job searches.",MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold;Others,1,ra5,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S28,"Other Identifiers: IP address; account name, company name, and address;",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,3,sentence_in_annotation,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S30,"Our partners, such as Stripe, may collect financial information (including payment card information) directly from you; however, we will not have access to this information.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,2,ra4;ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S39,We collect Internet or other electronic activity passively using tools like browser cookies.,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,2,ra4;ra5,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S56,"Analytical Purposes: We use your other identifiers, and internet activity and browsing history to analyze, research and better understand how users access and use our Site and Services, both on an aggregated and individualized basis, to maintain, support, and improve our Site and Services, to respond to user preferences, and for research and analytical purposes.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S59,To allow business customers and Business Users to contact you about job opportunities and interact with you through HTM events; and,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S61,"Maintenance and Improvement of the Sites and Services: We use your contact information, other identifiers and internet activity and browsing history to:",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S72,"For example, we use a payment processor (i.e. Stripe) to process payments.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra5,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S79,"Specifically, we share this information with our customers to help them find talented Candidates who may meet their employment needs, and to help them contact and engage with Candidates regarding opportunities that fit those Candidates’ skill sets and professional backgrounds.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,2,ra4;ra5,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S90,"You will have the opportunity to opt out of any such transfer if, in our discretion, it will result in the handling of your Personal Information in a way that differs materially from this Privacy Policy.",MULTI_LABEL,Description of Right to Limit use of PI;Description of Right to Opt-out of sale of PI,2,ra5;ra6,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S138,"If you are a Business User, you can review, correct, update, delete, or change most of your Personal Information used to establish your account by using your account settings.",MULTI_LABEL,Description of Right to Correct Information;Description of Right to Delete;Description of Right to Know PI Collected;Methods to exercise rights,3,ra4;ra5;ra6,8,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S147,"You may also amend or update inaccurate or incomplete personal information, request deletion of your personal information, or request that we no longer use it.",MULTI_LABEL,Description of Right to Correct Information;Description of Right to Delete;Description of Right to Limit use of PI;Description of Right to Opt-out of sale of PI,3,ra4;ra5;ra6,8,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S148,"Under certain circumstances we will not be able to fulfill your request, such as when it interferes with our regulatory obligations, affects legal matters, we cannot verify your identity, or it involves disproportionate cost or effort.",MULTI_LABEL,Description of Right to Delete;Methods to exercise rights,2,ra4;ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S154,"To opt out or exercise other rights described above, you will need to verify your identity by providing us with your first and last name and an email address that we have on file for you and we will remove your information from our system.",MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,2,ra4;ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S241,"If you are a Candidate, we share the Non-user Personal Information described above with our customers, through HTM’s paid services, so that they may reach out to you for career opportunities that you may have interest in, and which may better fit to your professional background.",MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,2,ra5;ra6,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S243,"If you are a Business User, your information provided in your user account is confidential to HTM, and we neither sell your Personal Information nor share your Personal Information with third parties, except that your Personal Information may be shared with your company’s Admin and other users who have the authority to view your Personal Information in order to provide Services to the customer of ours with whom you are employed.",MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra4;ra5;ra6,3,annotation_in_sentence;sentence_in_annotation,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_180,DB_180_S250,"You can request HTM to disclose categories of Personal Information collected, sold or disclosed; categories of sources of where the information was collected; Business or Commercial Purposes of collecting or selling the information; categories of third parties to whom the information was disclosed or sold; and specific piece of information collected by HTM.",MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,1,ra6,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/180.html,C3PA_Dataset/Annotations/DB/180.csv
DB_181,DB_181_S14,"We provide this information to our customers, who are businesses trying to reach business professionals for their own business-to-business sales, marketing, and recruiting activities.",MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/181.html,C3PA_Dataset/Annotations/DB/181.csv
DB_181,DB_181_S42,We use this Business Information to improve the size and quality of our Directory.,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold;Description of Right to Know PI Collected,2,ra4;ra5,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/181.html,C3PA_Dataset/Annotations/DB/181.csv
DB_181,DB_181_S63,We do not collect data from custom fields or notes in the email client.,MULTI_LABEL,Categories of Personal Information Collected;Description of Right to Know PI Collected,2,ra4;ra5,2,annotation_in_sentence;sentence_in_annotation,C3PA_Dataset/Htmls/DB/181.html,C3PA_Dataset/Annotations/DB/181.csv
DB_181,DB_181_S89,"We use the information submitted to update a Professional Profile solely for purposes of verifying such person’s identity, updating their Professional Profile information, and honoring such person’s privacy preferences.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold;Description of Right to Know PI Collected,2,ra4;ra5,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/181.html,C3PA_Dataset/Annotations/DB/181.csv
DB_181,DB_181_S97,"Information that may be collected includes information such as age, gender, education, employment history, job titles, salary, years of experience, and benefit information and is governed by Comparably’s privacy policy, available here.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,2,ra4;ra5,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/181.html,C3PA_Dataset/Annotations/DB/181.csv
DB_181,DB_181_S109,We will use that information solely for the purpose of fulfilling the purchase request.,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/181.html,C3PA_Dataset/Annotations/DB/181.csv
DB_181,DB_181_S110,"We will store credit card or other payment information in an encrypted form and will not sell, share, or use it again without prior consent. (",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold;Description of Right to Know PI sold / shared,2,ra4;ra5,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/181.html,C3PA_Dataset/Annotations/DB/181.csv
