doc_id,annotation_id,ranumb,annotation_original,c3pa_label,matched_sentences,source_csv
DB_111,17,ra2,"Last amended: January 1, 2023",Updated Privacy Policy,DB_111_S13;DB_111_S165,C3PA_Dataset/Annotations/DB/111.csv
DB_112,48,ra4,Sell consumer lists to third parties for direct marketing purposes.,Categories of Personal Information Sold,DB_112_S24;DB_112_S29,C3PA_Dataset/Annotations/DB/112.csv
DB_112,49,ra4,Sell consumer lists to third parties for direct marketing purposes.,Categories of Personal Information Sold,DB_112_S24;DB_112_S29,C3PA_Dataset/Annotations/DB/112.csv
DB_112,52,ra4,"We sell the information to various marketers, such as those who wish to sell products and services directly to consumers.",Categories of Personal Information Sold,DB_112_S27;DB_112_S32,C3PA_Dataset/Annotations/DB/112.csv
DB_113,103,ra4,Cookies,Categories of Personal Information Collected,DB_113_S1;DB_113_S2;DB_113_S4;DB_113_S71;DB_113_S88;DB_113_S89;DB_113_S90;DB_113_S91;DB_113_S93;DB_113_S98,C3PA_Dataset/Annotations/DB/113.csv
DB_113,106,ra4,Cookies,Categories of Personal Information Shared / Disclosed,DB_113_S1;DB_113_S2;DB_113_S4;DB_113_S71;DB_113_S88;DB_113_S89;DB_113_S90;DB_113_S91;DB_113_S93;DB_113_S98,C3PA_Dataset/Annotations/DB/113.csv
DB_113,107,ra4,Cookies,Categories of Personal Information Sold,DB_113_S1;DB_113_S2;DB_113_S4;DB_113_S71;DB_113_S88;DB_113_S89;DB_113_S90;DB_113_S91;DB_113_S93;DB_113_S98,C3PA_Dataset/Annotations/DB/113.csv
DB_114,4,ra3,"Other information that you provide to us online, by phone or in person, and use this information to respond to your request, provide you the requested services, and to inform our marketing and advertising campaigns.",Categories of Personal Information Shared / Disclosed,DB_114_S24;DB_114_S269,C3PA_Dataset/Annotations/DB/114.csv
DB_114,12,ra3,"We use the data collected through tracking technologies to:  (a) remember information so that you will not have to re-enter it during your visit or the next time you visit the site; (b) provide custom, personalized content and information, including targeted content and advertising; (c) identify you across multiple devices; (d) provide and monitor the effectiveness of our services; (e) monitor aggregate metrics such as total number of visitors, traffic, usage, and demographic patterns on our website; (f) diagnose or fix technology problems; and (g) otherwise to plan for and enhance our services. ",Categories of Personal Information Collected,DB_114_S69;DB_114_S298,C3PA_Dataset/Annotations/DB/114.csv
DB_114,13,ra3,"We use the data collected through tracking technologies to:  (a) remember information so that you will not have to re-enter it during your visit or the next time you visit the site; (b) provide custom, personalized content and information, including targeted content and advertising; (c) identify you across multiple devices; (d) provide and monitor the effectiveness of our services; (e) monitor aggregate metrics such as total number of visitors, traffic, usage, and demographic patterns on our website; (f) diagnose or fix technology problems; and (g) otherwise to plan for and enhance our services. ",Categories of Personal Information Shared / Disclosed,DB_114_S69;DB_114_S298,C3PA_Dataset/Annotations/DB/114.csv
DB_114,42,ra3,"We use the data collected through tracking technologies to:  (a) remember information so that you will not have to re-enter it during your visit or the next time you visit the site; (b) provide custom, personalized content and information, including targeted content and advertising; (c) identify you across multiple devices; (d) provide and monitor the effectiveness of our services; (e) monitor aggregate metrics such as total number of visitors, traffic, usage, and demographic patterns on our website; (f) diagnose or fix technology problems; and (g) otherwise to plan for and enhance our services.",Categories of Personal Information Collected,DB_114_S69;DB_114_S298,C3PA_Dataset/Annotations/DB/114.csv
DB_114,43,ra3,"We use the data collected through tracking technologies to:  (a) remember information so that you will not have to re-enter it during your visit or the next time you visit the site; (b) provide custom, personalized content and information, including targeted content and advertising; (c) identify you across multiple devices; (d) provide and monitor the effectiveness of our services; (e) monitor aggregate metrics such as total number of visitors, traffic, usage, and demographic patterns on our website; (f) diagnose or fix technology problems; and (g) otherwise to plan for and enhance our services.",Categories of Personal Information Shared / Disclosed,DB_114_S69;DB_114_S298,C3PA_Dataset/Annotations/DB/114.csv
DB_114,44,ra3,We and our third-party partners may also use cookies and tracking technologies for advertising purposes.,Categories of Personal Information Collected,DB_114_S299;DB_114_S301,C3PA_Dataset/Annotations/DB/114.csv
DB_114,45,ra3,We and our third-party partners may also use cookies and tracking technologies for advertising purposes.,Categories of Personal Information Shared / Disclosed,DB_114_S299;DB_114_S301,C3PA_Dataset/Annotations/DB/114.csv
DB_114,46,ra3,We and our third-party partners may also use cookies and tracking technologies for advertising purposes.,Categories of Personal Information Sold,DB_114_S299;DB_114_S301,C3PA_Dataset/Annotations/DB/114.csv
DB_114,73,ra2,"We use the data collected through tracking technologies to:  (a) remember information so that you will not have to re-enter it during your visit or the next time you visit the site; (b) provide custom, personalized content and information, including targeted content and advertising; (c) identify you across multiple devices; (d) provide and monitor the effectiveness of our services; (e) monitor aggregate metrics such as total number of visitors, traffic, usage, and demographic patterns on our website; (f) diagnose or fix technology problems; and (g) otherwise to plan for and enhance our services. ",Categories of Personal Information Collected,DB_114_S69;DB_114_S298,C3PA_Dataset/Annotations/DB/114.csv
DB_114,75,ra2,"We may share, or we may permit third-party online advertising networks, social media companies and other third-party services, to collect, information about your use of our services over time so that they may play or display ads that may be relevant to your interests on other websites or apps, or on other devices you may use.",Categories of Personal Information Shared / Disclosed,DB_114_S102;DB_114_S327,C3PA_Dataset/Annotations/DB/114.csv
DB_114,76,ra2,"Typically, though not always, the information we share is provided through cookies or similar tracking technologies, which recognize the device you are using and collect information, including hashed data, click stream information, browser type, time and date you visited the site, and other information. ",Categories of Personal Information Shared / Disclosed,DB_114_S103;DB_114_S328,C3PA_Dataset/Annotations/DB/114.csv
DB_114,77,ra2,"This information is used to display targeted ads on or through our services or on other websites, apps, or services.",Categories of Personal Information Collected,DB_114_S104;DB_114_S329,C3PA_Dataset/Annotations/DB/114.csv
DB_114,110,ra2,These cookies collect information for analytics and to personalize your experience with targeted ads.,Categories of Personal Information Collected,DB_114_S516;DB_114_S531,C3PA_Dataset/Annotations/DB/114.csv
DB_114,112,ra2,These cookies collect information for analytics and to personalize your experience with targeted ads.,Categories of Personal Information Collected,DB_114_S516;DB_114_S531,C3PA_Dataset/Annotations/DB/114.csv
DB_114,115,ra1,"We use this information to operate, maintain, and provide to you the features and functionality of the Service, as well as to communicate directly with you, such as to send you email messages about products and services that may be of interest to you.   ",Categories of Personal Information Shared / Disclosed,DB_114_S40;DB_114_S43,C3PA_Dataset/Annotations/DB/114.csv
DB_114,116,ra1,"We use this information to operate, maintain, and provide to you the features and functionality of the Service, as well as to communicate directly with you, such as to send you email messages about products and services that may be of interest to you.   ",Categories of Personal Information Sold,DB_114_S40;DB_114_S43,C3PA_Dataset/Annotations/DB/114.csv
DB_114,119,ra1,We use this to evaluate your eligibility for employment.,Categories of Personal Information Shared / Disclosed,DB_114_S23;DB_114_S268,C3PA_Dataset/Annotations/DB/114.csv
DB_114,120,ra1,We use this to evaluate your eligibility for employment.,Categories of Personal Information Sold,DB_114_S23;DB_114_S268,C3PA_Dataset/Annotations/DB/114.csv
DB_114,126,ra1,"We use the data collected through tracking technologies to:  (a) remember information so that you will not have to re-enter it during your visit or the next time you visit the site; (b) provide custom, personalized content and information, including targeted content and advertising; (c) identify you across multiple devices; (d) provide and monitor the effectiveness of our services; (e) monitor aggregate metrics such as total number of visitors, traffic, usage, and demographic patterns on our website; (f) diagnose or fix technology problems; and (g) otherwise to plan for and enhance our services. ",Categories of Personal Information Collected,DB_114_S69;DB_114_S298,C3PA_Dataset/Annotations/DB/114.csv
DB_114,127,ra1,"We use the data collected through tracking technologies to:  (a) remember information so that you will not have to re-enter it during your visit or the next time you visit the site; (b) provide custom, personalized content and information, including targeted content and advertising; (c) identify you across multiple devices; (d) provide and monitor the effectiveness of our services; (e) monitor aggregate metrics such as total number of visitors, traffic, usage, and demographic patterns on our website; (f) diagnose or fix technology problems; and (g) otherwise to plan for and enhance our services. ",Categories of Personal Information Shared / Disclosed,DB_114_S69;DB_114_S298,C3PA_Dataset/Annotations/DB/114.csv
DB_114,128,ra1,"We use the data collected through tracking technologies to:  (a) remember information so that you will not have to re-enter it during your visit or the next time you visit the site; (b) provide custom, personalized content and information, including targeted content and advertising; (c) identify you across multiple devices; (d) provide and monitor the effectiveness of our services; (e) monitor aggregate metrics such as total number of visitors, traffic, usage, and demographic patterns on our website; (f) diagnose or fix technology problems; and (g) otherwise to plan for and enhance our services. ",Categories of Personal Information Sold,DB_114_S69;DB_114_S298,C3PA_Dataset/Annotations/DB/114.csv
DB_114,134,ra1,We or the online advertising networks use this information to make the advertisements you see online more relevant to your interests.,Categories of Personal Information Shared / Disclosed,DB_114_S105;DB_114_S330,C3PA_Dataset/Annotations/DB/114.csv
DB_114,135,ra1,We or the online advertising networks use this information to make the advertisements you see online more relevant to your interests,Categories of Personal Information Sold,DB_114_S105;DB_114_S330,C3PA_Dataset/Annotations/DB/114.csv
DB_114,136,ra1,We or the online advertising networks use this information to make the advertisements you see online more relevant to your interests.,Categories of Personal Information Collected,DB_114_S105;DB_114_S330,C3PA_Dataset/Annotations/DB/114.csv
DB_115,64,ra1,"For a description of the PI we collect and how we collect that PI, please see the section above titled “The Types of Data That We Obtain and Use”",Categories of Personal Information Collected,DB_115_S142;DB_115_S153,C3PA_Dataset/Annotations/DB/115.csv
DB_115,65,ra1,"For a description of how we use your PI, please see the section above titled “Our Services and How We Use Personal Information”.",Categories of Personal Information Collected,DB_115_S143;DB_115_S154,C3PA_Dataset/Annotations/DB/115.csv
DB_115,66,ra1,"For a description of how we use your PI, please see the section above titled “Our Services and How We Use Personal Information”",Categories of Personal Information Shared / Disclosed,DB_115_S143;DB_115_S154,C3PA_Dataset/Annotations/DB/115.csv
DB_115,67,ra1,"For a description of how we use your PI, please see the section above titled “Our Services and How We Use Personal Information”.",Categories of Personal Information Sold,DB_115_S143;DB_115_S154,C3PA_Dataset/Annotations/DB/115.csv
DB_116,11,ra3,"To exercise your privacy rights, please use this form.",Methods to exercise rights,DB_116_S120;DB_116_S181,C3PA_Dataset/Annotations/DB/116.csv
DB_116,32,ra2,"To exercise your privacy rights, please use this form. ",Methods to exercise rights,DB_116_S120;DB_116_S181,C3PA_Dataset/Annotations/DB/116.csv
DB_118,76,ra4,"We process your information to provide, improve, and administer our Services, communicate with you, for security and fraud prevention, and to comply with law. ",Categories of Personal Information Collected,DB_118_S37;DB_118_S133,C3PA_Dataset/Annotations/DB/118.csv
DB_118,105,ra4,"HOW CAN YOU REVIEW, UPDATE, OR DELETE THE DATA WE COLLECT FROM YOU?",Methods to exercise rights,DB_118_S84;DB_118_S348,C3PA_Dataset/Annotations/DB/118.csv
DB_12,5,ra3,The specific pieces of personal information it has collected about that consumer.,Description of Right to Know PI Collected,DB_12_S103;DB_12_S107,C3PA_Dataset/Annotations/DB/12.csv
DB_12,15,ra3,The specific pieces of personal information it has collected about that consumer.,Description of Right to Know PI Collected,DB_12_S103;DB_12_S107,C3PA_Dataset/Annotations/DB/12.csv
DB_122,101,ra5,Special categories of Personal Data,Categories of Personal Information Shared / Disclosed,DB_122_S56;DB_122_S145;DB_122_S194;DB_122_S201;DB_122_S207;DB_122_S212;DB_122_S225,C3PA_Dataset/Annotations/DB/122.csv
DB_122,102,ra5,Identifiers,Categories of Personal Information Shared / Disclosed,DB_122_S45;DB_122_S135;DB_122_S194;DB_122_S201;DB_122_S207;DB_122_S212;DB_122_S225;DB_122_S355,C3PA_Dataset/Annotations/DB/122.csv
DB_122,105,ra5,Protected characteristics,Categories of Personal Information Shared / Disclosed,DB_122_S65;DB_122_S149;DB_122_S225,C3PA_Dataset/Annotations/DB/122.csv
DB_122,106,ra5,Billtrust Business Directory: to allow our customers to identify opportunities within their customer base to convert print invoices to electronic invoices and payments from paper checks to online payments.,Categories of Personal Information Shared / Disclosed,DB_122_S155;DB_122_S170,C3PA_Dataset/Annotations/DB/122.csv
DB_122,108,ra5,Commercial information,Categories of Personal Information Shared / Disclosed,DB_122_S68;DB_122_S151;DB_122_S194;DB_122_S201;DB_122_S207;DB_122_S212;DB_122_S222;DB_122_S225,C3PA_Dataset/Annotations/DB/122.csv
DB_122,111,ra5,Identifiers,Categories of Personal Information Sold,DB_122_S45;DB_122_S135;DB_122_S194;DB_122_S201;DB_122_S207;DB_122_S212;DB_122_S225;DB_122_S355,C3PA_Dataset/Annotations/DB/122.csv
DB_122,114,ra5,Protected characteristics,Categories of Personal Information Sold,DB_122_S65;DB_122_S149;DB_122_S225,C3PA_Dataset/Annotations/DB/122.csv
DB_122,116,ra5,Commercial information,Categories of Personal Information Sold,DB_122_S68;DB_122_S151;DB_122_S194;DB_122_S201;DB_122_S207;DB_122_S212;DB_122_S222;DB_122_S225,C3PA_Dataset/Annotations/DB/122.csv
DB_122,117,ra5,Billtrust Business Directory: to allow our customers to identify opportunities within their customer base to convert print invoices to electronic invoices and payments from paper checks to online payments,Categories of Personal Information Sold,DB_122_S155;DB_122_S170,C3PA_Dataset/Annotations/DB/122.csv
DB_122,182,ra5,Performance and Functionality Cookies,Categories of Personal Information Collected,DB_122_S431;DB_122_S432,C3PA_Dataset/Annotations/DB/122.csv
DB_123,48,ra5,WHAT ARE YOUR PRIVACY RIGHTS?,Description of Right to Know PI Collected,DB_123_S22;DB_123_S128,C3PA_Dataset/Annotations/DB/123.csv
DB_123,84,ra4,WILL YOUR INFORMATION BE SHARED WITH ANYONE?,Categories of Personal Information Shared / Disclosed,DB_123_S16;DB_123_S76;DB_123_S113,C3PA_Dataset/Annotations/DB/123.csv
DB_128,104,ra4,Facebook,Categories of Personal Information Shared / Disclosed,DB_128_S162;DB_128_S163;DB_128_S196;DB_128_S197;DB_128_S423,C3PA_Dataset/Annotations/DB/128.csv
DB_128,105,ra4,Facebook,Categories of Personal Information Sold,DB_128_S162;DB_128_S163;DB_128_S196;DB_128_S197;DB_128_S423,C3PA_Dataset/Annotations/DB/128.csv
DB_128,126,ra4,Sale of Personal Information,Categories of Personal Information Sold,DB_128_S288;DB_128_S305;DB_128_S309,C3PA_Dataset/Annotations/DB/128.csv
DB_129,113,ra4,What information we collect,Categories of Personal Information Collected,DB_129_S258;DB_129_S310;DB_129_S439;DB_129_S713;DB_129_S813,C3PA_Dataset/Annotations/DB/129.csv
DB_129,116,ra4,Website Visitors and Customers,Categories of Personal Information Collected,DB_129_S260;DB_129_S330,C3PA_Dataset/Annotations/DB/129.csv
DB_129,117,ra4,Products and Services,Categories of Personal Information Collected,DB_129_S259;DB_129_S298;DB_129_S311;DB_129_S327;DB_129_S333;DB_129_S346;DB_129_S382;DB_129_S470;DB_129_S507;DB_129_S535;DB_129_S569,C3PA_Dataset/Annotations/DB/129.csv
DB_129,124,ra4,D&B Email IQ,Categories of Personal Information Collected,DB_129_S261;DB_129_S363;DB_129_S365;DB_129_S366;DB_129_S368;DB_129_S373,C3PA_Dataset/Annotations/DB/129.csv
DB_129,126,ra4,"The application uses innovative technology powered by machine learning and natural language processing to scan the prospects and customers you are interacting with to provide company firmographics, recommendations on additional contacts, and suggestions for similar companies to pursue.",Categories of Personal Information Collected,DB_129_S355;DB_129_S367,C3PA_Dataset/Annotations/DB/129.csv
DB_129,129,ra4,We also collect personal information so that we can license and sell professional business contact information for marketing and data management purposes.,Categories of Personal Information Sold,DB_129_S378;DB_129_S723,C3PA_Dataset/Annotations/DB/129.csv
DB_129,136,ra4,We also collect personal information so that we can license and sell professional business contact information for marketing and data management purposes.,Categories of Personal Information Shared / Disclosed,DB_129_S378;DB_129_S723,C3PA_Dataset/Annotations/DB/129.csv
DB_129,143,ra4,"Cookies, Web Beacons, Pixel Tags, and GIFs",Categories of Personal Information Collected,DB_129_S268;DB_129_S412,C3PA_Dataset/Annotations/DB/129.csv
DB_129,145,ra4,Cookie Uses,Categories of Personal Information Collected,DB_129_S270;DB_129_S428,C3PA_Dataset/Annotations/DB/129.csv
DB_129,182,ra4,The business or commercial purpose for collecting personal information,Categories of Personal Information Sold,DB_129_S720;DB_129_S824,C3PA_Dataset/Annotations/DB/129.csv
DB_13,100,ra5,rights,Description of Right to Non-discrimination on exercising rights,DB_13_S5;DB_13_S19;DB_13_S31;DB_13_S46;DB_13_S82;DB_13_S130;DB_13_S131;DB_13_S132;DB_13_S134;DB_13_S180;DB_13_S181;DB_13_S184;DB_13_S185;DB_13_S186;DB_13_S188;DB_13_S204;DB_13_S210;DB_13_S213;DB_13_S215;DB_13_S242;DB_13_S246;DB_13_S256,C3PA_Dataset/Annotations/DB/13.csv
DB_13,185,ra6, a,Categories of Personal Information Sold,DB_13_S1;DB_13_S3;DB_13_S5;DB_13_S6;DB_13_S7;DB_13_S8;DB_13_S9;DB_13_S11;DB_13_S12;DB_13_S13;DB_13_S14;DB_13_S15;DB_13_S16;DB_13_S17;DB_13_S18;DB_13_S19;DB_13_S20;DB_13_S21;DB_13_S22;DB_13_S23;DB_13_S24;DB_13_S25;DB_13_S26;DB_13_S27;DB_13_S28;DB_13_S29;DB_13_S30;DB_13_S31;DB_13_S32;DB_13_S33;DB_13_S34;DB_13_S35;DB_13_S36;DB_13_S37;DB_13_S38;DB_13_S39;DB_13_S40;DB_13_S41;DB_13_S42;DB_13_S43;DB_13_S44;DB_13_S45;DB_13_S46;DB_13_S47;DB_13_S48;DB_13_S49;DB_13_S50;DB_13_S51;DB_13_S52;DB_13_S53;DB_13_S54;DB_13_S56;DB_13_S57;DB_13_S58;DB_13_S59;DB_13_S61;DB_13_S63;DB_13_S64;DB_13_S65;DB_13_S66;DB_13_S67;DB_13_S68;DB_13_S69;DB_13_S70;DB_13_S71;DB_13_S73;DB_13_S74;DB_13_S75;DB_13_S76;DB_13_S77;DB_13_S79;DB_13_S80;DB_13_S81;DB_13_S82;DB_13_S83;DB_13_S84;DB_13_S85;DB_13_S86;DB_13_S88;DB_13_S90;DB_13_S91;DB_13_S93;DB_13_S94;DB_13_S95;DB_13_S97;DB_13_S98;DB_13_S99;DB_13_S100;DB_13_S101;DB_13_S102;DB_13_S103;DB_13_S104;DB_13_S105;DB_13_S106;DB_13_S107;DB_13_S108;DB_13_S109;DB_13_S111;DB_13_S112;DB_13_S113;DB_13_S114;DB_13_S115;DB_13_S116;DB_13_S117;DB_13_S118;DB_13_S119;DB_13_S120;DB_13_S121;DB_13_S122;DB_13_S123;DB_13_S125;DB_13_S127;DB_13_S128;DB_13_S129;DB_13_S130;DB_13_S131;DB_13_S133;DB_13_S134;DB_13_S135;DB_13_S136;DB_13_S137;DB_13_S138;DB_13_S139;DB_13_S140;DB_13_S141;DB_13_S142;DB_13_S143;DB_13_S144;DB_13_S145;DB_13_S146;DB_13_S147;DB_13_S149;DB_13_S150;DB_13_S151;DB_13_S152;DB_13_S153;DB_13_S154;DB_13_S155;DB_13_S156;DB_13_S157;DB_13_S158;DB_13_S159;DB_13_S160;DB_13_S161;DB_13_S162;DB_13_S163;DB_13_S165;DB_13_S166;DB_13_S167;DB_13_S168;DB_13_S169;DB_13_S170;DB_13_S171;DB_13_S172;DB_13_S173;DB_13_S174;DB_13_S175;DB_13_S176;DB_13_S177;DB_13_S178;DB_13_S179;DB_13_S180;DB_13_S181;DB_13_S182;DB_13_S183;DB_13_S184;DB_13_S185;DB_13_S186;DB_13_S187;DB_13_S188;DB_13_S189;DB_13_S190;DB_13_S191;DB_13_S192;DB_13_S193;DB_13_S194;DB_13_S195;DB_13_S196;DB_13_S197;DB_13_S198;DB_13_S199;DB_13_S200;DB_13_S201;DB_13_S202;DB_13_S203;DB_13_S204;DB_13_S205;DB_13_S206;DB_13_S207;DB_13_S208;DB_13_S209;DB_13_S210;DB_13_S211;DB_13_S212;DB_13_S213;DB_13_S214;DB_13_S215;DB_13_S216;DB_13_S217;DB_13_S219;DB_13_S220;DB_13_S221;DB_13_S222;DB_13_S223;DB_13_S224;DB_13_S225;DB_13_S226;DB_13_S227;DB_13_S228;DB_13_S229;DB_13_S230;DB_13_S231;DB_13_S232;DB_13_S233;DB_13_S234;DB_13_S235;DB_13_S236;DB_13_S237;DB_13_S238;DB_13_S239;DB_13_S240;DB_13_S241;DB_13_S242;DB_13_S243;DB_13_S244;DB_13_S245;DB_13_S246;DB_13_S248;DB_13_S250;DB_13_S251;DB_13_S252;DB_13_S253;DB_13_S254;DB_13_S256,C3PA_Dataset/Annotations/DB/13.csv
DB_132,174,ra4,"We use this information to operate, maintain, and provide to you the features and functionality of the Service, as well as to communicate directly with you, such as to send you email messages about products and services that may be of interest to you.",Categories of Personal Information Collected,DB_132_S105;DB_132_S110,C3PA_Dataset/Annotations/DB/132.csv
DB_132,176,ra4,"We use this information to operate, maintain, and provide to you the features and functionality of the Service, as well as to communicate directly with you, such as to send you email messages about products and services that may be of interest to you.",Categories of Personal Information Collected,DB_132_S105;DB_132_S110,C3PA_Dataset/Annotations/DB/132.csv
DB_132,182,ra4,Sharing and Transfers,Categories of Personal Information Shared / Disclosed,DB_132_S139;DB_132_S386,C3PA_Dataset/Annotations/DB/132.csv
DB_133,149,ra4, Contact Us,Methods to exercise rights,DB_133_S70;DB_133_S674;DB_133_S780;DB_133_S786;DB_133_S804;DB_133_S892;DB_133_S899;DB_133_S1047;DB_133_S1048;DB_133_S1131,C3PA_Dataset/Annotations/DB/133.csv
DB_134,54,ra4,These cookies are required to enable the basic features of our website such as navigating to pages or accessing secure areas.,Categories of Personal Information Collected,DB_134_S41;DB_134_S208,C3PA_Dataset/Annotations/DB/134.csv
DB_134,62,ra4,Client Data,Categories of Personal Information Collected,DB_134_S67;DB_134_S68;DB_134_S69;DB_134_S70;DB_134_S73;DB_134_S75;DB_134_S90;DB_134_S91;DB_134_S100;DB_134_S128;DB_134_S164,C3PA_Dataset/Annotations/DB/134.csv
DB_135,7,ra2,The specific pieces of personal information it has collected about that consumer.,Description of Right to Know PI Collected,DB_135_S29;DB_135_S33,C3PA_Dataset/Annotations/DB/135.csv
DB_135,45,ra1,The specific pieces of personal information it has collected about that consumer.,Description of Right to Know PI Collected,DB_135_S29;DB_135_S33,C3PA_Dataset/Annotations/DB/135.csv
DB_135,47,ra1,The specific pieces of personal information it has collected about that consumer.,Description of Right to Know PI Collected,DB_135_S29;DB_135_S33,C3PA_Dataset/Annotations/DB/135.csv
DB_139,54,ra5,HOW WE USE AND SHARE INFORMATION AS A BUSINESS,Description of Right to Know PI Collected,DB_139_S16;DB_139_S107,C3PA_Dataset/Annotations/DB/139.csv
DB_139,55,ra5,HOW WE USE AND SHARE INFORMATION AS A BUSINESS,Description of Right to Know PI sold / shared,DB_139_S16;DB_139_S107,C3PA_Dataset/Annotations/DB/139.csv
DB_140,34,ra2,"If you are a California resident and would like to opt-out, please submit your information using our CCPA Opt-Out Request form.",Methods to exercise rights,DB_140_S156;DB_140_S287,C3PA_Dataset/Annotations/DB/140.csv
DB_140,36,ra5,We use cookies to track use of our Site and to track what sites you came from,Categories of Personal Information Collected,DB_140_S49;DB_140_S180,C3PA_Dataset/Annotations/DB/140.csv
DB_140,45,ra5,The link to our Do Not Sell web form is located here.,Methods to exercise rights,DB_140_S130;DB_140_S261,C3PA_Dataset/Annotations/DB/140.csv
DB_140,50,ra5,"This Privacy Policy is effective on February 1, 2018 and was last updated on January 6, 2020.",Updated Privacy Policy,DB_140_S157;DB_140_S288,C3PA_Dataset/Annotations/DB/140.csv
DB_140,53,ra5,We may collect Personal Information at different places within the Site and from other websites we own or utilize.,Categories of Personal Information Collected,DB_140_S50;DB_140_S181,C3PA_Dataset/Annotations/DB/140.csv
DB_140,61,ra5,We may use cookies to track user traffic patterns (as described above) and to reengage you as you surf the internet (i.e. remarketing).,Categories of Personal Information Collected,DB_140_S147;DB_140_S278,C3PA_Dataset/Annotations/DB/140.csv
DB_140,62,ra1,"We reserve the right, at our discretion, to change, modify, add or remove portions from this Privacy Policy for California Residents at any time so you are encouraged to review this Privacy Policy for California Residents from time to time.",Updated Privacy Policy,DB_140_S34;DB_140_S40;DB_140_S171,C3PA_Dataset/Annotations/DB/140.csv
DB_140,63,ra1,"We reserve the right, at our discretion, to change, modify, add or remove portions from this Privacy Policy for California Residents at any time so you are encouraged to review this Privacy Policy for California Residents from time to time.",Updated Privacy Policy,DB_140_S34;DB_140_S40;DB_140_S171,C3PA_Dataset/Annotations/DB/140.csv
DB_140,73,ra1,Right to know about personal information collected or sold,Description of Right to Know PI sold / shared,DB_140_S89;DB_140_S220,C3PA_Dataset/Annotations/DB/140.csv
DB_140,74,ra1,The categories of third parties with whom we share your personal information.,Description of Right to Know PI sold / shared,DB_140_S95;DB_140_S226,C3PA_Dataset/Annotations/DB/140.csv
DB_140,76,ra1,The specific pieces of Personal Information we collected about you.,Description of Right to Know PI Collected,DB_140_S96;DB_140_S227,C3PA_Dataset/Annotations/DB/140.csv
DB_140,81,ra1,The link to our Do Not Sell web form is located here.,Methods to exercise rights,DB_140_S130;DB_140_S261,C3PA_Dataset/Annotations/DB/140.csv
DB_140,82,ra1,California Civil Code Section 1798.83 permits California residents who have provided personal information to us to request certain information regarding our disclosure of such personal information to Third Party Companies for their marketing purposes.,Description of Right to Know PI sold / shared,DB_140_S132;DB_140_S263,C3PA_Dataset/Annotations/DB/140.csv
DB_140,87,ra1,"If you are a California resident and would like to opt-out, please submit your information using our CCPA Opt-Out Request form.",Methods to exercise rights,DB_140_S156;DB_140_S287,C3PA_Dataset/Annotations/DB/140.csv
DB_140,89,ra1,"This Privacy Policy is effective on February 1, 2018 and was last updated on January 6, 2020.",Updated Privacy Policy,DB_140_S157;DB_140_S288,C3PA_Dataset/Annotations/DB/140.csv
DB_140,91,ra1,"We reserve the right, at our discretion, to change, modify, add or remove portions from this Privacy Policy for California Residents at any time so you are encouraged to review this Privacy Policy for California Residents from time to time.",Updated Privacy Policy,DB_140_S34;DB_140_S40;DB_140_S171,C3PA_Dataset/Annotations/DB/140.csv
DB_140,92,ra1,DEFINITION OF PERSONAL INFORMATION,Others,DB_140_S43;DB_140_S174,C3PA_Dataset/Annotations/DB/140.csv
DB_141,80,ra1,  Please click here so that we can process your request. ,Methods to exercise rights,DB_141_S104;DB_141_S136,C3PA_Dataset/Annotations/DB/141.csv
