doc_id,sentence_id,sentence_text,sentence_category,verbatim_label,verbatim_labels,annotator_count,annotators,source_annotation_count,alignment_type,source_html,source_annotation_file
DB_156,DB_156_S332,"Notwithstanding the above, you may also request from us certain information regarding our disclosure of Personal Information to third parties for their direct marketing purposes.",single_label,Description of Right to Know PI sold / shared,Description of Right to Know PI sold / shared,1,ra1,1,annotation_in_sentence,C3PA_Dataset/Htmls/DB/156.html,C3PA_Dataset/Annotations/DB/156.csv
DB_156,DB_156_S335,CHANGES TO OUR PRIVACY POLICY,single_label,Updated Privacy Policy,Updated Privacy Policy,3,ra1;ra2;ra5,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/156.html,C3PA_Dataset/Annotations/DB/156.csv
DB_156,DB_156_S336,We may update our Privacy Policy from time to time.,single_label,Updated Privacy Policy,Updated Privacy Policy,3,ra1;ra2;ra5,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/156.html,C3PA_Dataset/Annotations/DB/156.csv
DB_156,DB_156_S337,"If we make material changes to how we treat our users Personal Information, we will post the new privacy policy on the Website at [www.growbots.com/privacy].",single_label,Updated Privacy Policy,Updated Privacy Policy,3,ra1;ra2;ra5,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/156.html,C3PA_Dataset/Annotations/DB/156.csv
DB_156,DB_156_S338,The date that the Privacy Policy was last revised is identified at the top of the page.,single_label,Updated Privacy Policy,Updated Privacy Policy,3,ra1;ra2;ra5,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/156.html,C3PA_Dataset/Annotations/DB/156.csv
DB_156,DB_156_S339,You are responsible for periodically visiting this account to check for any changes.,single_label,Updated Privacy Policy,Updated Privacy Policy,2,ra1;ra2,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/156.html,C3PA_Dataset/Annotations/DB/156.csv
DB_156,DB_156_S354,Privacy Overview,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra5,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/156.html,C3PA_Dataset/Annotations/DB/156.csv
DB_156,DB_156_S360,Necessary cookies are absolutely essential for the website to function properly.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra5,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/156.html,C3PA_Dataset/Annotations/DB/156.csv
DB_156,DB_156_S361,This category only includes cookies that ensures basic functionalities and security features of the website.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra5,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/156.html,C3PA_Dataset/Annotations/DB/156.csv
DB_156,DB_156_S362,These cookies do not store any personal information.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra5,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/156.html,C3PA_Dataset/Annotations/DB/156.csv
DB_157,DB_157_S28,"Effective: May 15, 2020",single_label,Updated Privacy Policy,Updated Privacy Policy,2,ra1;ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S48,Business Data We Receive,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S49,Mobilewalla collects business data in order to provide the Business Services and for other specific purposes as described in this Privacy Policy.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S50,Business data may be considered personal data in some jurisdictions.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S51,"Our Business Services are not directed to children under 16 years of age, and we do not knowingly collect information on such users.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S106,We have executed appropriate contracts with our service providers that prohibit them from using or sharing personal information except as necessary to perform the contracted services on our behalf or to comply with applicable legal requirements.,single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S107,A list of our sub-processors is available upon request.,single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S110,That information may also be combined and shared with other information (such as demographic information and past purchase history) with third party advertising partners.,single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S111,These advertising partners may use information (and similar information collected from other websites and Properties) for purposes of delivering targeted advertisements to individuals within their networks.,single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S112,This practice is commonly referred to as “interest-based advertising” or “online behavioral advertising.,single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S114,"Our Clients may also use information for the purposes of serving contextual and/or targeted ads; for ad reporting, performance, engagement, and measurement purposes and for fraud protection, bot detection, rating, analytics, viewability, location services, ad security and verification services.",single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S115,Affiliates.,single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S116,We may share personal information with our affiliates.,single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S118,Mobilewalla may also provide personal information to business partners with whom we may jointly offer products or services.,single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S119,"In such cases, our business partner’s name will appear along with ours.",single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S120,Mobilewalla requires our affiliates and business partners to agree in writing to maintain the confidentiality and security of personal information they maintain on our behalf and not to use it for any purpose other than the purpose for which we provided them.,single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S121,"If Mobilewalla is involved in a merger, acquisition, financing due diligence, or sale of all or a portion of its assets, as part of such transaction.",single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,2,ra1;ra5,2,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S123,"With respect to onward transfers to agents under Privacy Shield, Privacy Shield requires that Mobilewalla remain liable should its agents process personal information in a manner inconsistent with the Privacy Shield Principles.",single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S124,Law Enforcement and Others.,single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S125,"We may access, preserve, and disclose your personal information, other account information, and content if we believe doing so is required or appropriate to: comply with law enforcement or national security requests and legal process, such as a court order or subpoena; respond to your requests; protect your, our or others’ rights, property, or safety; to enforce our policies or contracts; to collect amounts owed to us; when we believe disclosure is necessary or appropriate to prevent physical harm or financial loss or in connection with an investigation or prosecution of suspected or actual illegal activity; or if we, in good faith, believe that disclosure is otherwise necessary or advisable.",single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S126,"In addition, from time to time, server logs and other records may be reviewed for security purposes to detect unauthorized activity, illegal activity or fraud.",single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S127,"In such cases, personal information may be shared with law enforcement bodies in order that they may identify users in connection with their investigation of the unauthorized activities.",single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S132,"We use Technologies that are essentially small data files placed on your computer, tablet, mobile phone, or other devices (referred to collectively as a ""device"") that allow us to record certain pieces of information whenever you visit or interact with Properties, websites, applications, messaging, and tools, and to recognize you across devices.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S138,"A pixel tag (also known as a web beacon) is a piece of code embedded on websites, applications, services and advertisements that collects information about users’ engagement and activities.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S139,"The use of a pixel indicates, for example, that a user has visited a particular web page or clicked on a particular advertisement.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S160,"If you wish to delete cookies or limit the kinds of cookies that can be placed on your device you need to check out the settings in your browser, use the ‘Help’ tab or look for settings like ‘Options’ or ‘Privacy.’",single_label,Methods to exercise rights,Methods to exercise rights,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S161,"From there, you may be able to delete cookies, block them or control when they can be placed.",single_label,Methods to exercise rights,Methods to exercise rights,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S162,We may use third party APIs and software development kits (“SDKs”) as part of the functionality of our Business Services.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S163,"APIs and third party SDKs may allow third parties including advertisers and Clients to collect your personal information to provide relevant content, products and services.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S166,Mobilewalla Business Services Account.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S167,"If you have a Mobilewalla account for Business Services, your personal information is processed according to the Website Services Privacy Policy.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S170,"Where you have consented to our processing of your personal information, you may withdraw that consent at any time and prevent further processing by contacting us as described below subject to certain exceptions as described to you and/or allowed by law.",single_label,Updated Privacy Policy,Updated Privacy Policy,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S174,"At any time, you may unsubscribe from Mobilewalla’s mailing list, by sending Mobilewalla an opt-out request to: marketingopt-out@mobilewalla.com or clicking the “unsubscribe” link in the email.",single_label,Methods to exercise rights,Methods to exercise rights,1,ra1,1,annotation_in_sentence,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S183,"As noted above, you may stop or restrict the placement of cookies on your computer or remove them from your browser by adjusting your web browser preferences.",single_label,Methods to exercise rights,Methods to exercise rights,1,ra1,1,annotation_in_sentence,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S185,"However, on many mobile devices, application users may limit ad tracking of certain mobile ads via their device settings.",single_label,Methods to exercise rights,Methods to exercise rights,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S186,You may also control interest-based advertising on apps on your mobile device in certain jurisdictions with the AppChoices app.,single_label,Methods to exercise rights,Methods to exercise rights,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S187,The online advertising industry also provides websites from which you may opt out of receiving targeted ads from our data partners and our other advertising partners that participate in self-regulatory programs.,single_label,Methods to exercise rights,Methods to exercise rights,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S188,"You can access these and learn about targeted advertising and consumer choice and privacy at www.youronlinechoices.eu/, www.aboutads.info/choices/, youradchoices.ca/choices/ and www.networkadvertising.org/managing/opt_out.asp.",single_label,Methods to exercise rights,Methods to exercise rights,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S198,obtain access to or a copy of your personal data;,single_label,Description of Right to Know PI Collected,Description of Right to Know PI Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S203,withdraw your consent where you have consented to  processing;,single_label,Description of Right to Limit use of PI,Description of Right to Limit use of PI,1,ra1,1,annotation_in_sentence,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S205,"lodge a complaint with your supervisory authority, subject to certain exceptions prescribed by law.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S207,Mobilewalla will look into your enquiry and make good-faith efforts to resolve any existing or potential dispute with you.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S208,"In compliance with the Privacy Shield Principles, Mobilewalla commits to resolve complaints about our collection or use of your personal information.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S209,"Individuals from the EEA, Switzerland and the United Kingdom with inquiries or complaints regarding our Privacy Shield policy should first contact Mobilewalla at privacy@mobilewalla.com.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S210,"Mobilewalla has further committed to refer unresolved Privacy Shield complaints to JAMS, an alternative dispute resolution provider located in the United States.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S211,"If you do not receive timely acknowledgment of your complaint from us, or if we have not addressed your complaint to your satisfaction, please visit the JAMS complaint link at https://www.jamsadr.com/eu-us-privacy-shield for more information or to file a complaint.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S212,The services of JAMS are provided at no cost to you.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S213,Such independent dispute resolution mechanisms are available to citizens free of charge.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S214,"If any request remains unresolved, you may contact your national data protection authority.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S215,"You may also have a right, under certain conditions, to invoke binding arbitration under Privacy Shield; for additional information, see https://www.privacyshield.gov/article?id=ANNEX-I-introduction.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S216,The Federal Trade Commission has jurisdiction over Mobilewalla’s compliance with the Privacy Shield.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S218,Your California Privacy Rights,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S219,"This section of the Privacy Policy applies solely to visitors, users, and others who reside in the State of California.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S220,Personal Information We Collect & Share Under the CCPA,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S221,We adopt this section to comply with the California Consumer Privacy Act of 2018 (“CCPA”).,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S222,Any terms defined in the CCPA have the same meaning when used in this notice.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S223,"We collect personal information that identifies, relates to, describes, is reasonably capable of being associated with, or could reasonably be linked, directly or indirectly, with a particular consumer or household as described below.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S224,Personal information does not include: publicly available information from government records; de-identified or aggregated consumer information; or information excluded from the CCPA.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S225,Your Rights and Choices,single_label,Methods to exercise rights,Methods to exercise rights,1,ra5,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S226,"To exercise your privacy rights under the CCPA, please submit a verifiable consumer request to us by filling out this form, writing to us or emailing us.",single_label,Methods to exercise rights,Methods to exercise rights,1,ra1,1,annotation_in_sentence,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S228,We will not discriminate against you for exercising any of your CCPA rights.,single_label,Description of Right to Non-discrimination on exercising rights,Description of Right to Non-discrimination on exercising rights,2,ra1;ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S254,Data Retention,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S255,"Mobilewalla stores and retains business data for as long as instructed by its Clients and for its personal data as long as necessary to fulfill the purposes for which it was collected, provide our Business Services, resolve disputes, establish legal defenses, pursue legitimate business purposes, enforce our agreements and comply with applicable laws.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S256,"Our Clients and other third parties may have different practices, and you should refer to their privacy policies.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S263,Mobilewalla is committed to safeguarding the confidentiality of personal information it collects and its Clients’ business data.,single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S264,"Mobilewalla and its hosting services make reasonable efforts to secure personal information, to minimize the risks of theft, damage, loss of information, or unauthorized access or use of information.",single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S265,"However, Mobilewalla cannot guarantee that the Business Services will be immune from any wrongdoings, malfunctions, unlawful interceptions or access, or other kinds of abuse and misuse.",single_label,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_157,DB_157_S275,"Last Updated: May 15, 2020",single_label,Updated Privacy Policy,Updated Privacy Policy,2,ra1;ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/157.html,C3PA_Dataset/Annotations/DB/157.csv
DB_158,DB_158_S24,What information will COGNISM collect about me?,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/158.html,C3PA_Dataset/Annotations/DB/158.csv
DB_158,DB_158_S25,"We collect and process the following data, which may include your personal data.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/158.html,C3PA_Dataset/Annotations/DB/158.csv
DB_158,DB_158_S28,"Analytics on the Website and the Platform: Our website and online client platform uses cookies and other mechanisms to collect and log analytical information, to help analyse use, to compile statistical reports on use of our website and to improve our website and marketing.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,annotation_in_sentence,C3PA_Dataset/Htmls/DB/158.html,C3PA_Dataset/Annotations/DB/158.csv
DB_158,DB_158_S49,"Where Cognism does not have the business email address of a profile, it may generate a business email address based on the email address structure understood to be implemented by the employer company.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/158.html,C3PA_Dataset/Annotations/DB/158.csv
DB_158,DB_158_S51,"Hashing is a method of encryption, whereby the email address itself is confuscated, and replaced with a unique reference instead, called a hash.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/158.html,C3PA_Dataset/Annotations/DB/158.csv
DB_158,DB_158_S52,A hash is one of the means used to locate the same individual on social networking.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/158.html,C3PA_Dataset/Annotations/DB/158.csv
DB_158,DB_158_S53,We do not reverse the hash or use the personal email address to contact you.,single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra1,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/158.html,C3PA_Dataset/Annotations/DB/158.csv
DB_158,DB_158_S54,"The majority of the personal data we collect about you comes from publicly available sources such as from business and employment-oriented social networks, recruitment websites and company websites.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/158.html,C3PA_Dataset/Annotations/DB/158.csv
DB_158,DB_158_S55,"Information is also gathered from correspondence with you (by email or phone), from our clients, recruiters and other premium data providers.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/158.html,C3PA_Dataset/Annotations/DB/158.csv
DB_158,DB_158_S56,"Cognism does not seek to collect any non-business-related data such as date of birth, home address, personal email or telephone number and Cognism does not collect sensitive personal data.",single_label,Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra1;ra5,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/158.html,C3PA_Dataset/Annotations/DB/158.csv
DB_158,DB_158_S58,Grounds of Processing,single_label,Others,Others,1,ra1,1,annotation_in_sentence,C3PA_Dataset/Htmls/DB/158.html,C3PA_Dataset/Annotations/DB/158.csv
